Kanji,Readings,Meaning,Score,Level
滋,ジ・シ,nourishing; more & more; be luxuriant; planting; turbidity,4,1
岳,ガク・たけ,point; peak; mountain,4,1
姿,シ・すがた,figure; form; shape,4,1
征,セイ,subjugate; attack the rebellious; collect taxes,4,1
苑,エン・オン・その・う.つ,garden; farm; park,4,1
勅,チョク・いまし.める・みことのり,imperial order,4,1
癖,ヘキ・くせ・くせ.に,mannerism; habit; vice; trait; fault; kink,4,1
胎,タイ,womb; uterus,4,1
繁,ハン・しげ.る・しげ.く,luxuriant; thick; overgrown; frequency; complexity; trouble,4,1
墾,コン・は.る・ひら.く,ground-breaking; open up farmland,4,1
織,ショク・シキ・お.る・お.り・おり・~おり・~お.り,weave; fabric,4,1
剰,ジョウ・あまつさえ・あま.り・あま.る,surplus; besides,4,1
壌,ジョウ・つち,lot; earth; soil,4,1
於,オ・ヨ・おい.て・お.ける・ああ・より,at; in; on; as for,4,1
魔,マ,witch; demon; evil spirit,4,1
騒,ソウ・さわ.ぐ・うれい・さわ.がしい,boisterous; make noise; clamor; disturb; excite,4,1
綜,ソウ・おさ.める・す.べる,rule; synthesize,4,1
披,ヒ,expose; open,4,1
養,ヨウ・リョウ・やしな.う,foster; bring up; rear; develop; nurture,4,1
楓,フウ・かえで,maple,4,1
矯,キョウ・た.める,rectify; straighten; correct; reform; cure; control; pretend; falsify,4,1
寅,イン・とら,sign of the tiger; 3-5AM; third sign of Chinese zodiac,4,1
謄,トウ,mimeograph; copy,4,1
脩,シュウ・おさ.める・なが.い・ほじし,dried meat,4,1
釣,チョウ・つ.る・つ.り・つ.り~,angling; fish; catch; allure; ensnare,4,1
緯,イ・よこいと・ぬき,horizontal; woof; left & right; (parallels of) latitude; prediction,4,1
羅,ラ・うすもの,gauze; thin silk; Rome; arrange; spread out,4,1
戯,ギ・ゲ・たわむ.れる・ざ.れる・じゃ.れる,frolic; play; sport,4,1
素,ソ・ス・もと,elementary; principle; naked; uncovered,4,1
検,ケン・しら.べる,examination; investigate,4,1
萌,ホウ・も.える・きざ.す・めばえ・きざ.し,show symptoms of; sprout; bud; malt,4,1
窮,キュウ・キョウ・きわ.める・きわ.まる・きわ.まり・きわ.み,hard up; destitute; suffer; perplexed; cornered,4,1
憾,カン・うら.む,remorse; regret; be sorry,4,1
藍,ラン・あい,indigo,4,1
黎,レイ・リ・くろ.い,dark; black; many,4,1
豚,トン・ぶた,pork; pig,4,1
慢,マン,ridicule; laziness,4,1
渚,ショ・なぎさ,strand; beach; shore,4,1
艶,エン・つや・なま.めかしい・あで.やか・つや.めく・なま.めく,glossy; luster; glaze; polish; charm; colorful; captivating,4,1
愁,シュウ・うれ.える・うれ.い,distress; grieve; lament; be anxious,4,1
核,カク,nucleus; core; kernel,4,1
漂,ヒョウ・ただよ.う,drift; float (on liquid),4,1
遂,スイ・と.げる・つい.に,consummate; accomplish; attain; commit (suicide),4,1
莉,リ・ライ・レイ,jasmine,4,1
節,セツ・セチ・ふし・~ぶし・のっと,node; season; period; occasion; verse; clause; stanza; honor; joint; knuckle; knob; knot; tune; melody,4,1
摂,セツ・ショウ・おさ.める・かね.る・と.る,vicarious; surrogate; act in addition to; take in; absorb,4,1
澄,チョウ・す.む・す.ます・~す.ます,lucidity; be clear; clear; clarify; settle; strain; look grave,4,1
漏,ロウ・も.る・も.れる・も.らす,leak; escape; time,4,1
泣,キュウ・な.く,cry; weep; moan,4,1
宜,ギ・よろ.しい・よろ.しく,best regards; good,4,1
巽,ソン・たつみ,southeast,4,1
紺,コン,dark blue; navy,4,1
腐,フ・くさ.る・~くさ.る・くさ.れる・くさ.れ・くさ.らす・くさ.す,rot; decay; sour,4,1
擬,ギ・まが.い・もど.き,mimic; aim (a gun) at; nominate; imitate,4,1
魁,カイ・さきがけ・かしら,charging ahead of others,4,1
菌,キン,germ; fungus; bacteria,4,1
砲,ホウ,cannon; gun,4,1
遣,ケン・つか.う・~つか.い・~づか.い・つか.わす・や.る,dispatch; despatch; send; give; donate; do; undertake,4,1
芽,ガ・め,bud; sprout; spear; germ,4,1
昌,ショウ・さかん,prosperous; bright; clear,4,1
衰,スイ・おとろ.える,decline; wane; weaken,4,1
毅,キ・ギ・つよ.い,strong,4,1
緋,ヒ・あけ・あか,scarlet; cardinal,4,1
絢,ケン,brilliant fabric design,4,1
礎,ソ・いしずえ,cornerstone; foundation stone,4,1
款,カン,goodwill; article; section; friendship; collusion,4,1
敏,ビン・さとい,cleverness; agile; alert,4,1
漫,マン・みだり.に・そぞ.ろ,cartoon; involuntarily; unrestrained; in spite of oneself; corrupt,4,1
斗,ト・トウ,Big Dipper; ten sho (vol); sake dipper; dots and cross radical (no. 68),4,1
倣,ホウ・なら.う,emulate; imitate,4,1
皓,コウ・しろ.い・ひか.る,white; clear,4,1
杏,キョウ・アン・コウ・あんず,apricot,4,1
寛,カン・くつろ.ぐ・ひろ.い・ゆる.やか,tolerant; leniency; generosity; relax; feel at home; be at ease; broadminded,4,1
辱,ジョク・はずかし.める,embarrass; humiliate; shame,4,1
皐,コウ・さつき,swamp; shore,4,1
肖,ショウ・あやか.る,resemblance,4,1
碑,ヒ・いしぶみ,tombstone; monument,4,1
賊,ゾク,burglar; rebel; traitor; robber,4,1
梨,リ・なし,pear tree,4,1
茎,ケイ・キョウ・くき,stalk; stem,4,1
即,ソク・つ.く・つ.ける・すなわ.ち,instant; namely; as is; conform; agree; adapt,4,1
把,ハ・ワ,grasp; faggot; bunch; counter for bundles,4,1
壮,ソウ・さかん,robust; manhood; prosperity,4,1
厳,ゲン・ゴン・おごそ.か・きび.しい・いか.めしい・いつくし,stern; strictness; severity; rigidity,4,1
肢,シ,limb; arms & legs,4,1
彪,ヒョウ・ヒュウ・あや,spotted; mottled; patterned; small tiger,4,1
廃,ハイ・すた.れる・すた.る,abolish; obsolete; cessation; discarding; abandon,4,1
閑,カン,leisure,4,1
柄,ヘイ・がら・え・つか,design; pattern; build; nature; character; handle; crank; grip; knob; shaft,4,1
庄,ショウ・ソ・ソウ・ホウ,level; in the country; manor; village; hamlet,4,1
露,ロ・ロウ・つゆ,dew; tears; expose; Russia,4,1
柳,リュウ・やなぎ,willow,4,1
弥,ミ・ビ・いや・や・あまねし・いよいよ・とおい・ひさし・ひさ.しい・わた.る,all the more; increasingly,4,1
粘,ネン・ねば.る,sticky; glutinous; greasy; persevere,4,1
摘,テキ・つ.む,pinch; pick; pluck; trim; clip; summarize,4,1
颯,サツ・ソウ・さっ.と,sudden; quick; sound of the wind,4,1
蓮,レン・はす・はちす,lotus,4,1
也,ヤ・エ・なり・か・また,to be (classical),4,1
茜,セン・あかね,madder; red dye; Turkey red,4,1
裟,サ・シャ,Buddhist surplice,4,1
己,コ・キ・おのれ・つちのと・な,self,4,1
肇,チョウ・ジョウ・トウ・はじ.める・はじめ,beginning,4,1
琳,リン,jewel; tinkling of jewelry,4,1
弾,ダン・タン・ひ.く・~ひ.き・はず.む・たま・はじ.く・はじ.ける・ただ.す・はじ.きゆみ,bullet; twang; flip; snap,4,1
献,ケン・コン・たてまつ.る,offering; counter for drinks; present; offer,4,1
惟,イ・ユイ・おも.んみる・これ・おも.うに,consider; reflect; think,4,1
奴,ド・やつ・やっこ,guy; slave; manservant; fellow,4,1
裁,サイ・た.つ・さば.く,tailor; judge; decision; cut out (pattern),4,1
霊,レイ・リョウ・たま,spirits; soul,4,1
徴,チョウ・チ・しるし,indications; sign; omen; symptom; collect; seek; refer to; question,4,1
塀,ヘイ・ベイ,fence; wall; (kokuji),4,1
拙,セツ・つたな.い,bungling; clumsy; unskillful,4,1
獲,カク・え.る,seize; get; find; earn; acquire; can; may; able to,4,1
諮,シ・はか.る,consult with,4,1
馨,ケイ・キョウ・かお.る・かおり,fragrant; balmy; favourable,4,1
漬,シ・つ.ける・つ.かる・~づ.け・~づけ,pickling; soak; moisten; steep,4,1
褒,ホウ・ほ.める,praise; extol,4,1
瑠,ル・リュウ,lapis lazuli,4,1
陶,トウ・すえ,pottery; porcelain,4,1
酪,ラク,dairy products; whey; broth; fruit juice,4,1
呉,ゴ・く.れる・くれ,give; do something for; kingdom of Wu,4,1
鋳,チュウ・イ・シュ・シュウ・い.る,casting; mint,4,1
射,シャ・い.る・さ.す・う.つ,shoot; shine into; onto; archery,4,1
拘,コウ・かか.わる,arrest; seize; concerned; adhere to; despite,4,1
匿,トク・かくま.う,hide; shelter; shield,4,1
虚,キョ・コ・むな.しい・うつ.ろ,void; emptiness; unpreparedness; crack; fissure; untruth,4,1
敦,トン・タイ・ダン・チョウ・あつ.い,industry; kindliness,4,1
博,ハク・バク,Dr.; command; esteem; win acclaim; Ph.D.; exposition; fair,4,1
是,ゼ・シ・これ・この・ここ,just so; this; right; justice,4,1
諭,ユ・さと.す,rebuke; admonish; charge; warn; persuade,4,1
賦,フ・ブ,levy; ode; prose; poem; tribute; installment,4,1
諄,シュン・ひちくど.い・くど.い・くどくど・ねんご.ろ,tedious,4,1
侑,ユウ・ウ・すす.める・たす.ける,urge to eat,4,1
扉,ヒ・とびら,front door; title page; front page,4,1
欄,ラン・てすり,column; handrail; blank; space,4,1
聡,ソウ・さと.い・みみざと.い,wise; fast learner,4,1
僚,リョウ,colleague; official; companion,4,1
該,ガイ,above-stated; the said; that specific,4,1
斜,シャ・なな.め・はす,diagonal; slanting; oblique,4,1
徹,テツ,penetrate; clear; pierce; strike home; sit up (all night),4,1
斉,セイ・サイ・そろ.う・ひと.しい・ひと.しく・あたる・はやい,adjusted; alike; equal; similar variety of,4,1
刃,ジン・ニン・は・やいば・き.る,blade; sword; edge,4,1
雰,フン,atmosphere; fog,4,1
級,キュウ,class; rank; grade,4,1
朴,ボク・ほう・ほお・えのき,crude; simple; plain; docile,4,1
諾,ダク,consent; assent; agreement,4,1
僧,ソウ,Buddhist priest; monk,4,1
愉,ユ・たの.しい・たの.しむ,pleasure; happy; rejoice,4,1
橘,キツ・たちばな,mandarin orange,4,1
喪,ソウ・も,miss; mourning,4,1
唱,ショウ・とな.える,chant; recite; call upon; yell,4,1
弦,ゲン・つる,bowstring; chord; hypotenuse,4,1
捺,ナツ・ダツ・さ.す・お.す,press; print; affix a seal; stamp,4,1
徳,トク,benevolence; virtue; goodness; commanding respect,4,1
盲,モウ・めくら,blind; blind man; ignoramus,4,1
渉,ショウ・わた.る,ford; go cross; transit; ferry; import; involve,4,1
摩,マ・ま.する・さす.る・す.る,chafe; rub; polish; grind; scrape,4,1
耶,ヤ・ジャ・か,question mark,4,1
黙,モク・ボク・だま.る・もだ.す,silence; become silent; stop speaking; leave as is,4,1
眼,ガン・ゲン・まなこ・め,eyeball,4,1
餓,ガ・う.える,starve; hungry; thirst,4,1
耗,モウ・コウ,decrease,4,1
拐,カイ,kidnap; falsify,4,1
典,テン・デン,code; ceremony; law; rule,4,1
裕,ユウ,abundant; rich; fertile,4,1
描,ビョウ・えが.く・か.く,sketch; compose; write; draw; paint,4,1
脱,ダツ・ぬ.ぐ・ぬ.げる,undress; removing; escape from; get rid of; be left out; take off,4,1
襟,キン・えり,collar; neck; lapel; one's inner feelings,4,1
剛,ゴウ,sturdy; strength,4,1
叡,エイ・あき.らか,intelligence; imperial,4,1
笹,ささ,bamboo grass; (kokuji),4,1
潤,ジュン・うるお.う・うるお.す・うる.む,wet; be watered; profit by; receive benefits; favor; charm; steep,4,1
鹿,ロク・しか・か,deer,4,1
峠,とうげ,mountain peak; mountain pass; climax; crest; (kokuji),4,1
舶,ハク,liner; ship,4,1
雷,ライ・かみなり・いかずち・いかづち,thunder; lightning bolt,4,1
賠,バイ,compensation; indemnify,4,1
柊,シュ・シュウ・ひいらぎ,holly,4,1
泌,ヒツ・ヒ,ooze; flow; soak in; penetrate; secrete,4,1
犠,ギ・キ・いけにえ,sacrifice,4,1
崚,リョウ,mountains towering in a row,4,1
悼,トウ・いた.む,lament; grieve over,4,1
亀,キ・キュウ・キン・かめ,tortoise; turtle,4,1
寡,カ,widow; minority; few,4,1
笛,テキ・ふえ,flute; clarinet; pipe; whistle; bagpipe; piccolo,4,1
縁,エン・~ネン・ふち・ふちど.る・ゆかり・よすが・へり・えにし,affinity; relation; connection; edge; border; verge; brink,4,1
拡,カク・コウ・ひろ.がる・ひろ.げる・ひろ.める,broaden; extend; expand; enlarge,4,1
塚,チョウ・つか・~づか,hillock; mound,4,1
刀,トウ・かたな・そり,sword; saber; knife,4,1
巌,ガン・いわ・いわお・けわ.しい,rock; crag; boulder,4,1
彗,スイ・エ・ケイ・セイ・ほうき,comet,4,1
異,イ・こと・こと.なる・け,uncommon; different; queerness; strangeness; wonderful; curious; unusual,4,1
晏,アン・おそ.い,late; quiet; sets (sun),4,1
恕,ジョ・ショ・ゆる.す,excuse; tolerate; forgive,4,1
隠,イン・オン・かく.す・かく.し・かく.れる・かか.す・よ.る,conceal; hide; cover,4,1
棟,トウ・むね・むな~,ridgepole; ridge,4,1
勧,カン・ケン・すす.める,persuade; recommend; advise; encourage; offer,4,1
嘉,カ・よみ.する・よい,applaud; praise; esteem; happy; auspicious,4,1
弐,ニ・ジ・ふた.つ・そえ,II; two; second,4,1
逸,イツ・そ.れる・そ.らす・はぐ.れる,deviate; idleness; leisure; miss the mark; evade; elude; parry; diverge,4,1
亭,テイ・チン,pavilion; restaurant; mansion; arbor; cottage; vaudeville; music hall; stage name,4,1
勘,カン,intuition; perception; check; compare; sixth sense,4,1
胤,イン・たね,descendent; issue; offspring,4,1
惣,ソウ・すべ.て,all,4,1
